fid,GID_0,COUNTRY,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,ISO_1,SIS_RegionName,ToSplit
615,COL,Colombia,COL.17_2,Guaviare,NA,NA,Comisaría,Commissiary,NA,CO.GV,CO-GUV,Colombia (mainland),NA
616,COL,Colombia,COL.18_2,Huila,NA,NA,Departamento,Department,NA,CO.HU,CO-HUI,Colombia (mainland),NA
617,COL,Colombia,COL.19_2,La Guajira,Guajira|Goagira|La Goajira,NA,Departamento,Department,NA,CO.LG,CO-LAG,Colombia (mainland),NA
618,COL,Colombia,COL.20_2,Magdalena,La Magdalena,NA,Departamento,Department,NA,CO.MA,CO-MAG,Colombia (mainland),NA
619,COL,Colombia,COL.21_2,Meta,NA,NA,Departamento,Department,NA,CO.ME,CO-MET,Colombia (mainland),NA
620,COL,Colombia,COL.22_2,Nariño,NA,NA,Departamento,Department,NA,CO.NA,NA,Colombia (mainland),NA
621,COL,Colombia,COL.23_2,Norte de Santander,Santander del Norte,NA,Departamento,Department,NA,CO.NS,CO-NSA,Colombia (mainland),NA
622,COL,Colombia,COL.24_2,Putumayo,NA,NA,Intendencia,Intendancy,NA,CO.PU,CO-PUT,Colombia (mainland),NA
623,COL,Colombia,COL.25_2,Quindío,NA,NA,Departamento,Department,NA,CO.QD,NA,Colombia (mainland),NA
624,COL,Colombia,COL.26_2,Risaralda,NA,NA,Departamento,Department,NA,CO.RI,CO-RIS,Colombia (mainland),NA
625,COL,Colombia,COL.27_1,San Andrés y Providencia,Saint Andrew and Providence,NA,Departamento,Department,NA,CO.SA,NA,Colombian Caribbean Is.,NA
626,COL,Colombia,COL.28_2,Santander,NA,NA,Departamento,Department,NA,CO.ST,CO-SAN,Colombia (mainland),NA
627,COL,Colombia,COL.29_2,Sucre,NA,NA,Departamento,Department,NA,CO.SU,CO-SUC,Colombia (mainland),NA
628,COL,Colombia,COL.30_2,Tolima,NA,NA,Departamento,Department,NA,CO.TO,CO-TOL,Colombia (mainland),NA
629,COL,Colombia,COL.31_2,Valle del Cauca,Valle,NA,Departamento,Department,NA,CO.VC,CO-VAC,Colombia (mainland),NA
630,COL,Colombia,COL.32_2,Vaupés,NA,NA,Comisaría,Commissiary,NA,CO.VP,NA,Colombia (mainland),NA
631,COL,Colombia,COL.33_2,Vichada,NA,NA,Comisaría,Commissiary,NA,CO.VD,CO-VID,Colombia (mainland),NA
657,CRI,Costa Rica,CRI.1_1,Alajuela,NA,NA,Provincia,Province,2,CR.AL,CR-A,Costa Rica (mainland),NA
658,CRI,Costa Rica,CRI.2_1,Cartago,NA,NA,Provincia,Province,3,CR.CA,CR-C,Costa Rica (mainland),NA
659,CRI,Costa Rica,CRI.3_1,Guanacaste,NA,NA,Provincia,Province,5,CR.GU,CR-G,Costa Rica (mainland),NA
660,CRI,Costa Rica,CRI.4_1,Heredia,NA,NA,Provincia,Province,4,CR.HE,CR-H,Costa Rica (mainland),NA
661,CRI,Costa Rica,CRI.5_1,Limón,Puerto Limón,NA,Provincia,Province,7,CR.LI,NA,Costa Rica (mainland),NA
662,CRI,Costa Rica,CRI.6_1,Puntarenas,NA,NA,Provincia,Province,6,CR.PU,CR-P,Costa Rica (mainland),1
663,CRI,Costa Rica,CRI.7_1,San José,NA,NA,Provincia,Province,1,CR.SJ,NA,Costa Rica (mainland),NA
822,ECU,Ecuador,ECU.1_1,Azuay,NA,NA,Provincia,Province,1,EC.AZ,EC-A,Ecuador (mainland),NA
823,ECU,Ecuador,ECU.2_1,Bolivar,NA,NA,Provincia,Province,2,EC.BO,EC-B,Ecuador (mainland),NA
824,ECU,Ecuador,ECU.3_1,Cañar,NA,NA,Provincia,Province,3,EC.CN,NA,Ecuador (mainland),NA
825,ECU,Ecuador,ECU.4_1,Carchi,NA,NA,Provincia,Province,4,EC.CR,EC-C,Ecuador (mainland),NA
826,ECU,Ecuador,ECU.5_1,Chimborazo,NA,NA,Provincia,Province,6,EC.CB,EC-H,Ecuador (mainland),NA
827,ECU,Ecuador,ECU.6_1,Cotopaxi,NA,NA,Provincia,Province,5,EC.CT,EC-X,Ecuador (mainland),NA
828,ECU,Ecuador,ECU.7_1,El Oro,NA,NA,Provincia,Province,7,EC.EO,EC-O,Ecuador (mainland),NA
829,ECU,Ecuador,ECU.8_1,Esmeraldas,NA,NA,Provincia,Province,8,EC.ES,EC-E,Ecuador (mainland),NA
830,ECU,Ecuador,ECU.9_1,Galápagos,NA,NA,Provincia,Province,20,EC.GA,NA,Gal�pagos,NA
831,ECU,Ecuador,ECU.10_1,Guayas,NA,NA,Provincia,Province,9,EC.GU,EC-G,Ecuador (mainland),NA
832,ECU,Ecuador,ECU.11_1,Imbabura,NA,NA,Provincia,Province,10,EC.IM,EC-I,Ecuador (mainland),NA
833,ECU,Ecuador,ECU.12_1,Loja,NA,NA,Provincia,Province,11,EC.LJ,EC-L,Ecuador (mainland),NA
834,ECU,Ecuador,ECU.13_1,Los Rios,NA,NA,Provincia,Province,12,EC.LR,EC-R,Ecuador (mainland),NA
835,ECU,Ecuador,ECU.14_1,Manabi,NA,NA,Provincia,Province,13,EC.MN,EC-M,Ecuador (mainland),NA
836,ECU,Ecuador,ECU.15_1,Morona Santiago,NA,NA,Provincia,Province,14,EC.MS,EC-S,Ecuador (mainland),NA
837,ECU,Ecuador,ECU.16_1,Napo,NA,NA,Provincia,Province,15,EC.NA,EC-N,Ecuador (mainland),NA
838,ECU,Ecuador,ECU.17_1,Orellana,NA,NA,Provincia,Province,22,EC.OR,EC-D,Ecuador (mainland),NA
839,ECU,Ecuador,ECU.18_1,Pastaza,NA,NA,Provincia,Province,16,EC.PA,EC-Y,Ecuador (mainland),NA
840,ECU,Ecuador,ECU.19_1,Pichincha,NA,NA,Provincia,Province,17,EC.PI,EC-P,Ecuador (mainland),NA
841,ECU,Ecuador,ECU.20_1,Santa Elena,NA,NA,Provincia,Province,24,EC.SE,EC-SE,Ecuador (mainland),NA
842,ECU,Ecuador,ECU.21_1,Santo Domingo de los Tsachilas,NA,NA,Provincia,Province,23,EC.SD,EC-SD,Ecuador (mainland),NA
843,ECU,Ecuador,ECU.22_1,Sucumbios,NA,NA,Provincia,Province,21,EC.SU,EC-U,Ecuador (mainland),NA
844,ECU,Ecuador,ECU.23_1,Tungurahua,NA,NA,Provincia,Province,18,EC.TU,EC-T,Ecuador (mainland),NA
845,ECU,Ecuador,ECU.24_1,Zamora Chinchipe,NA,NA,Provincia,Province,19,EC.ZC,EC-Z,Ecuador (mainland),NA
846,EGY,Egypt,EGY.1_1,Ad Daqahliyah,Al Daqahliyah|Dacahlia|Dagahlia|,الدقهلية,Muhafazah,Governorate,NA,EG.DQ,EG-DK,Egypt (African part),NA
847,EGY,Egypt,EGY.2_1,Al Bahr al Ahmar,Mar Rojo|Mar Vermelho|Mer Rouge|,محافظة البحر الأحمر,Muhafazah,Governorate,NA,EG.BA,EG-BA,Egypt (African part),NA
848,EGY,Egypt,EGY.3_1,Al Buhayrah,Beheira|Behera|El Buhayra|Béhéra,البحيرة,Muhafazah,Governorate,NA,EG.BH,EG-BH,Egypt (African part),NA
849,EGY,Egypt,EGY.4_1,Al Fayyum,El Faiyum|el Fayoum|Faium|Faiyūm,محافظة الفيوم,Muhafazah,Governorate,NA,EG.FY,EG-FYM,Egypt (African part),NA
850,EGY,Egypt,EGY.5_1,Al Gharbiyah,al-Garbīyah|El Gharbiya|Garbia|G,محافظة الغربية,Muhafazah,Governorate,NA,EG.GH,EG-GH,Egypt (African part),NA
851,EGY,Egypt,EGY.6_1,Al Iskandariyah,Alexandria|Alexandrie|El Iskanda,محافظة الإسكندرية,Muhafazah,Governorate,NA,EG.IK,EG-ALX,Egypt (African part),NA
852,EGY,Egypt,EGY.7_1,Al Isma`iliyah,As Ismailiyah|Ismailia|Ismaïlia|,محافظة الإسماعيلية,Muhafazah,Governorate,NA,EG.IS,NA,Egypt (African part),NA
853,EGY,Egypt,EGY.8_1,Al Jizah,El Giza|El Gīzah|Gizeh|Giza|Guiz,NA,Muhafazah,Governorate,NA,EG.JZ,EG-GZ,Egypt (African part),NA
854,EGY,Egypt,EGY.9_1,Al Minufiyah,Menoufieh|Menufia|Menūfīya|Minūf,محافظة المنوفية,Muhafazah,Governorate,NA,EG.MF,EG-MNF,Egypt (African part),NA
855,EGY,Egypt,EGY.10_1,Al Minya,Minia|Minieh|Menia|Minya,NA,Muhafazah,Governorate,NA,EG.MN,EG-MN,Egypt (African part),NA
856,EGY,Egypt,EGY.11_1,Al Qahirah,Cairo|El Cairo|El Qahira|Le Cair,NA,Muhafazah,Governorate,NA,EG.QH,EG-C,Egypt (African part),NA
857,EGY,Egypt,EGY.12_1,Al Qalyubiyah,Caliubia|Kalioubieh|Kalioubiya|Q,محافظة القليوبية,Muhafazah,Governorate,NA,EG.QL,EG-KB,Egypt (African part),NA
858,EGY,Egypt,EGY.13_1,Al Uqsur,Luxor,NA,Muhafazah,Governorate,NA,EG.UQ,EG-LX,Egypt (African part),NA
859,EGY,Egypt,EGY.14_1,Al Wadi al Jadid,Al Wadi/Al Jadid|El-Wadi El-Gidi,محافظة الوادي الجديد‎,Muhafazah,Governorate,NA,EG.WJ,EG-WAD,Egypt (African part),NA
860,EGY,Egypt,EGY.15_1,As Suways,El Suweiz|Es Suweis|Suez,محافظة السويس,Muhafazah,Governorate,NA,EG.SW,EG-SUZ,Egypt (African part),NA
861,EGY,Egypt,EGY.16_1,Ash Sharqiyah,Charkieh|Sharqia|Sharqīya|Sharqu,محافظة الشرقية‎,Muhafazah,Governorate,NA,EG.SQ,EG-SHR,Egypt (African part),NA
862,EGY,Egypt,EGY.17_1,Aswan,Assouan|Assuã|Assuán|Syene,محافظة أسوان,Muhafazah,Governorate,NA,EG.AN,EG-ASN,Egypt (African part),NA
863,EGY,Egypt,EGY.18_1,Asyut,Asyiut|Assiout|Assiut|Assyut|Asy,NA,Muhafazah,Governorate,NA,EG.AT,EG-AST,Egypt (African part),NA
864,EGY,Egypt,EGY.19_1,Bani Suwayf,Beni Suwayf|Beni Souef|Beni Suef,محافظة بنى سويف,Muhafazah,Governorate,NA,EG.BN,EG-BNS,Egypt (African part),NA
865,EGY,Egypt,EGY.20_1,Bur Sa`id,Bur Said|Canal|Port Said|Port-Sa,محافظة بورسعيد,Muhafazah,Governorate,NA,EG.BS,NA,Egypt (African part),NA
866,EGY,Egypt,EGY.21_1,Dumyat,Damietta|Damiette|Dumiāt,NA,Muhafazah,Governorate,NA,EG.DT,EG-DT,Egypt (African part),NA
867,EGY,Egypt,EGY.22_1,Janub Sina',Janub Sina|Sina al-Janubiyah|Sin,محافظة جنوب سيناء,Muhafazah,Governorate,NA,EG.JS,EG-JS,Sinai,NA
868,EGY,Egypt,EGY.23_1,Kafr ash Shaykh,Kafr-El-Sheikh|Kafr ash Shaikh|K,محافظة كفر الشيخ,Muhafazah,Governorate,NA,EG.KS,EG-KFS,Egypt (African part),NA
869,EGY,Egypt,EGY.24_1,Matrouh,Marsā Matrūh|Mersa Matruh|Wester,محافظة مطروح,Muhafazah,Governorate,NA,EG.MT,NA,Egypt (African part),NA
870,EGY,Egypt,EGY.25_1,Qina,Kena|Qena|Quena,محافظة قنا,Muhafazah,Governorate,NA,EG.QN,EG-KN,Egypt (African part),NA
871,EGY,Egypt,EGY.26_1,Shamal Sina',Shamal Sina|Nord Sinaï|North Sin,محافظة شمال سيناء,Muhafazah,Governorate,NA,EG.SS,EG-SIN,Sinai,NA
872,EGY,Egypt,EGY.27_1,Suhaj,Girga|Girgeh|Sawhāj|Sohag|Suhag,NA,Muhafazah,Governorate,NA,EG.SJ,EG-SHG,Egypt (African part),NA
883,ESP,Spain,ESP.1_1,Andalucía,Andalousie|Andaluc¡a|Andalusien|,NA,Comunidad Autónoma,Autonomous Community,1,ES.AN,NA,Spain (mainland),NA
884,ESP,Spain,ESP.2_1,Aragón,Aragão|Aragó|Aragón|Aragona|Arag,NA,Comunidad Autónoma,Autonomous Community,15,ES.AR,NA,Spain (mainland),NA
885,ESP,Spain,ESP.3_1,Cantabria,Cantàbria|Cantábria|Cantabrie|Ka,NA,Comunidad Autónoma,Autonomous Community,6,ES.CB,ES-CB,Spain (mainland),NA
886,ESP,Spain,ESP.4_1,Castilla-La Mancha,Castela-La Mancha|Castela-Mancha,NA,Comunidad Autónoma,Autonomous Community,8,ES.CM,ES-CM,Spain (mainland),NA
887,ESP,Spain,ESP.5_1,Castilla y León,Castile and Leon|Castela e Leão|,NA,Comunidad Autónoma,Autonomous Community,7,ES.CL,NA,Spain (mainland),NA
888,ESP,Spain,ESP.6_1,Cataluña,Catalogna|Catalogne|Catalonia|Ca,NA,Comunidad Autónoma,Autonomous Community,9,ES.CT,NA,Spain (mainland),NA
889,ESP,Spain,ESP.7_1,Ceuta y Melilla,NA,NA,Ciudad Autónoma,Autonomous City,19,ES.ML,NA,Spanish North African Territories,NA
890,ESP,Spain,ESP.8_1,Comunidad de Madrid,Madrid|Communauté de Madrid| Com,NA,Comunidad Autónoma,Autonomous Community,NA,ES.MD,NA,Spain (mainland),NA
891,ESP,Spain,ESP.9_1,Comunidad Foral de Navarra,Communauté forale de Navarre|Com,NA,Comunidad Autónoma,Autonomous Community,15,ES.NA,NA,Spain (mainland),NA
892,ESP,Spain,ESP.10_1,Comunidad Valenciana,Valencia|Communauté de Valence|C,NA,Comunidad Autónoma,Autonomous Community,10,ES.VC,NA,Spain (mainland),NA
893,ESP,Spain,ESP.11_1,Extremadura,Estremadura|Estrémadure,NA,Comunidad Autónoma,Autonomous Community,11,ES.EX,ES-EX,Spain (mainland),NA
894,ESP,Spain,ESP.12_1,Galicia,Galice|Gal¡cia|Galicien|Galiza|G,NA,Comunidad Autónoma,Autonomous Community,12,ES.GA,ES-GA,Spain (mainland),NA
895,ESP,Spain,ESP.13_1,Islas Baleares,Balearic Islands|Balearen|Balear,NA,Comunidad Autónoma,Autonomous Community,4,ES.PM,NA,Baleares,NA
896,ESP,Spain,ESP.14_1,Islas Canarias,Canarias|Canary Islands|Canárias,NA,Comunidad Autónoma,Autonomous Community,5,ES.CN,NA,Canary Is.,NA
897,ESP,Spain,ESP.15_1,La Rioja,Rioja,NA,Comunidad Autónoma,Autonomous Community,17,ES.LO,ES-RI,Spain (mainland),NA
898,ESP,Spain,ESP.16_1,País Vasco,Basque Country|Baskenland|Basque,NA,Comunidad Autónoma,Autonomous Community,16,ES.PV,NA,Spain (mainland),NA
899,ESP,Spain,ESP.17_1,Principado de Asturias,Astúrias|Asturie|Asturien|Asturi,NA,Comunidad Autónoma,Autonomous Community,3,ES.AS,NA,Spain (mainland),NA
900,ESP,Spain,ESP.18_1,Región de Murcia,Murcia|Região de Múrcia|Regió de,NA,Comunidad Autónoma,Autonomous Community,14,ES.MU,NA,Spain (mainland),NA
938,FRA,France,FRA.1_1,Auvergne-Rhône-Alpes,NA,NA,Région,Region,NA,FR.AR,NA,France (mainland),NA
939,FRA,France,FRA.2_1,Bourgogne-Franche-Comté,NA,NA,Région,Region,NA,FR.BF,NA,France (mainland),NA
940,FRA,France,FRA.3_1,Bretagne,NA,NA,Région,Region,NA,FR.BT,FR-BRE,France (mainland),NA
941,FRA,France,FRA.4_1,Centre-Val de Loire,NA,NA,Région,Region,NA,FR.CN,FR-CVL,France (mainland),NA
942,FRA,France,FRA.5_1,Corse,Corsica,NA,Région,Region,NA,FR.CE,FR-20R,Corsica,NA
943,FRA,France,FRA.6_1,Grand Est,NA,NA,Région,Region,NA,FR.AO,NA,France (mainland),NA
944,FRA,France,FRA.7_1,Hauts-de-France,NA,NA,Région,Region,NA,FR.NC,FR-HDF,France (mainland),NA
945,FRA,France,FRA.8_1,Île-de-France,NA,NA,Région,Region,NA,FR.IF,NA,France (mainland),NA
946,FRA,France,FRA.9_1,Normandie,NA,NA,Région,Region,NA,FR.ND,FR-NOR,France (mainland),NA
947,FRA,France,FRA.10_1,Nouvelle-Aquitaine,NA,NA,Région,Region,NA,FR.AC,FR-NAQ,France (mainland),NA
948,FRA,France,FRA.11_1,Occitanie,NA,NA,Région,Region,NA,FR.LP,FR-OCC,France (mainland),NA
949,FRA,France,FRA.12_1,Pays de la Loire,NA,NA,Région,Region,NA,FR.PL,NA,France (mainland),NA
950,FRA,France,FRA.13_1,Provence-Alpes-Côte d'Azur,NA,NA,Région,Region,NA,FR.PR,NA,France (mainland),NA
970,GBR,United Kingdom,GBR.2_1,Northern Ireland,Ulster,NA,Constituent Country,Constituent Country,NA,NA,GB-NIR,Northern Ireland,NA
971,GBR,United Kingdom,GBR.3_1,Scotland,Alba,NA,Constituent Country,Constituent Country,NA,NA,GB-SCT,Great Britain,NA
972,GBR,United Kingdom,GBR.4_1,Wales,Cymru,NA,Constituent Country,Constituent Country,NA,NA,GB-WLS,Great Britain,NA
973,GBR,United Kingdom,GBR.1_1,NA,NA,NA,Constituent Country,Constituent Country,NA,NA,NA,Great Britain,NA
975,GEO,Georgia,GEO.1_1,Abkhazia,Sokhumi,NA,Avtonomiuri Respublika,Autonomous Republic,NA,GE.AB,GE-AB,Abkhaziya,NA
976,GEO,Georgia,GEO.2_1,Ajaria,Batumi,NA,Avtonomiuri Respublika,Autonomous Republic,NA,GE.AJ,GE-AJ,Adzhariya,NA
977,GEO,Georgia,GEO.3_1,Guria,Ozurgeti,NA,Region,Region,NA,GE.GU,GE-GU,Gruziya,NA
978,GEO,Georgia,GEO.4_1,Imereti,Kutaisi,NA,Region,Region,NA,GE.IM,GE-IM,Gruziya,NA
979,GEO,Georgia,GEO.5_1,Kakheti,Telavi,NA,Region,Region,NA,GE.KA,NA,Gruziya,NA
980,GEO,Georgia,GEO.6_1,Kvemo Kartli,Rustavi,NA,Region,Region,NA,GE.KK,GE-KK,Gruziya,NA
981,GEO,Georgia,GEO.7_1,Mtskheta-Mtianeti,Mtskheta,NA,Region,Region,NA,GE.MM,GE-MM,Gruziya,NA
982,GEO,Georgia,GEO.8_1,Racha-Lechkhumi-Kvemo Svaneti,Ambrolauri,NA,Region,Region,NA,GE.RK,NA,Gruziya,NA
983,GEO,Georgia,GEO.9_1,Samegrelo-Zemo Svaneti,Zugdidi,NA,Region,Region,NA,GE.SZ,GE-SZ,Gruziya,NA
984,GEO,Georgia,GEO.10_1,Samtskhe-Javakheti,Akhaltsikhe,NA,Region,Region,NA,GE.SJ,GE-SJ,Gruziya,NA
985,GEO,Georgia,GEO.11_1,Shida Kartli,Gori,NA,Region,Region,NA,GE.SD,GE-SK,Gruziya,NA
986,GEO,Georgia,GEO.12_1,Tbilisi,NA,NA,K'alak'i,Independent City,NA,GE.TB,GE-TB,Gruziya,NA
1040,GNQ,Equatorial Guinea,GNQ.1_1,Annobón,NA,NA,Provincia,Province,NA,GQ.AN,NA,Annob�n,NA
1041,GNQ,Equatorial Guinea,GNQ.2_1,Bioko Norte,NA,NA,Provincia,Province,NA,GQ.BN,GQ-BN,Bioko,NA
1042,GNQ,Equatorial Guinea,GNQ.3_1,Bioko Sur,NA,NA,Provincia,Province,NA,GQ.BS,NA,Bioko,NA
1043,GNQ,Equatorial Guinea,GNQ.4_1,Centro Sur,NA,NA,Provincia,Province,NA,GQ.CS,NA,Equatorial Guinea (mainland),NA
1044,GNQ,Equatorial Guinea,GNQ.5_1,Kié-Ntem,NA,NA,Provincia,Province,NA,GQ.KN,NA,Equatorial Guinea (mainland),NA
1045,GNQ,Equatorial Guinea,GNQ.6_1,Litoral,NA,NA,Provincia,Province,NA,GQ.LI,GQ-LI,Equatorial Guinea (mainland),NA
1046,GNQ,Equatorial Guinea,GNQ.7_1,Wele-Nzas,NA,NA,Provincia,Province,NA,GQ.WN,GQ-WN,Equatorial Guinea (mainland),NA
1047,GRC,Greece,GRC.1_1,Aegean,NA,Αιγαίο,Apokentroménes dioikíseis,Decentralized administration,NA,GR.AI,NA,East Aegean Is.,NA
1048,GRC,Greece,GRC.2_1,Athos,NA,Άθως,Apokentroménes dioikíseis,Decentralized administration,NA,GR.MA,NA,Greece (mainland),NA
1049,GRC,Greece,GRC.3_1,Attica,NA,Αττική,Apokentroménes dioikíseis,Decentralized administration,NA,GR.AT,NA,Greece (mainland),NA
1050,GRC,Greece,GRC.4_1,Crete,NA,Κρήτη,Apokentroménes dioikíseis,Decentralized administration,NA,GR.CR,NA,Kriti,NA
1051,GRC,Greece,GRC.5_1,Epirus and Western Macedonia,NA,Ήπειρος και Δυτική Μακεδονία,Apokentroménes dioikíseis,Decentralized administration,NA,GR.EM,NA,Greece (mainland),NA
1052,GRC,Greece,GRC.6_1,Macedonia and Thrace,NA,Μακεδονία και Θράκη,Apokentroménes dioikíseis,Decentralized administration,NA,GR.MH,NA,Greece (mainland),NA
1053,GRC,Greece,GRC.7_1,"Peloponnese, Western Greece and",NA,"Πελοπόννησος, Δυτική Ελλάδα και",Apokentroménes dioikíseis,Decentralized administration,NA,GR.PW,NA,Greece (mainland),NA
1054,GRC,Greece,GRC.8_1,Thessaly and Central Greece,NA,Θεσσαλία και Στερεά Ελλάδα,Apokentroménes dioikíseis,Decentralized administration,NA,GR.TC,NA,Greece (mainland),NA
1120,HND,Honduras,HND.1_1,Atlántida,NA,NA,Departamento,Department,NA,HN.AT,NA,Honduras (mainland),NA
1121,HND,Honduras,HND.2_1,Choluteca,NA,NA,Departamento,Department,NA,HN.CH,HN-CH,Honduras (mainland),NA
1122,HND,Honduras,HND.3_1,Colón,NA,NA,Departamento,Department,NA,HN.CL,NA,Honduras (mainland),NA
1123,HND,Honduras,HND.4_1,Comayagua,NA,NA,Departamento,Department,NA,HN.CM,HN-CM,Honduras (mainland),NA
1124,HND,Honduras,HND.5_1,Copán,NA,NA,Departamento,Department,NA,HN.CP,NA,Honduras (mainland),NA
1125,HND,Honduras,HND.6_1,Cortés,Cortez,NA,Departamento,Department,NA,HN.CR,NA,Honduras (mainland),NA
1126,HND,Honduras,HND.7_1,El Paraíso,Paraiso,NA,Departamento,Department,NA,HN.EP,NA,Honduras (mainland),NA
1127,HND,Honduras,HND.8_1,Francisco Morazán,Tegucigalpa,NA,Departamento,Department,NA,HN.FM,NA,Honduras (mainland),NA
1128,HND,Honduras,HND.9_1,Gracias a Dios,NA,NA,Departamento,Department,NA,HN.GD,HN-GD,Honduras (mainland),NA
1129,HND,Honduras,HND.10_1,Intibucá,NA,NA,Departamento,Department,NA,HN.IN,NA,Honduras (mainland),NA
1130,HND,Honduras,HND.11_1,Islas de la Bahía,Islas de Bahia,NA,Departamento,Department,NA,HN.IB,NA,Honduran Caribbean Is.,NA
1131,HND,Honduras,HND.12_1,La Paz,NA,NA,Departamento,Department,NA,HN.LP,HN-LP,Honduras (mainland),NA
1132,HND,Honduras,HND.13_1,Lempira,Gracias,NA,Departamento,Department,NA,HN.LE,HN-LE,Honduras (mainland),NA
1133,HND,Honduras,HND.14_1,Ocotepeque,NA,NA,Departamento,Department,NA,HN.OC,HN-OC,Honduras (mainland),NA
1134,HND,Honduras,HND.15_1,Olancho,NA,NA,Departamento,Department,NA,HN.OL,HN-OL,Honduras (mainland),NA
1135,HND,Honduras,HND.16_1,Santa Bárbara,NA,NA,Departamento,Department,NA,HN.CP,NA,Honduras (mainland),NA
1136,HND,Honduras,HND.17_1,Valle,NA,NA,Departamento,Department,NA,HN.VA,HN-VA,Honduras (mainland),NA
1137,HND,Honduras,HND.18_1,Yoro,NA,NA,Departamento,Department,NA,HN.YO,HN-YO,Honduras (mainland),NA
1189,IDN,Indonesia,IDN.1_1,Aceh,NA,NA,Propinisi,Province,11,ID.AC,ID-AC,Sumatera,NA
1190,IDN,Indonesia,IDN.2_1,Bali,NA,NA,Propinisi,Province,51,ID.BA,ID-BA,Bali,NA
1191,IDN,Indonesia,IDN.3_1,Bangka Belitung,NA,NA,Propinisi,Province,19,ID.BB,NA,Sumatera,NA
1192,IDN,Indonesia,IDN.4_1,Banten,NA,NA,Propinisi,Province,36,ID.BT,ID-BT,Jawa,NA
1193,IDN,Indonesia,IDN.5_1,Bengkulu,NA,NA,Propinisi,Province,17,ID.BE,ID-BE,Sumatera,NA
1194,IDN,Indonesia,IDN.6_1,Gorontalo,NA,NA,Propinisi,Province,75,ID.GO,ID-GO,Sulawesi,NA
1195,IDN,Indonesia,IDN.7_1,Jakarta Raya,NA,NA,Propinisi,Province,31,ID.JK,ID-JK,Jawa,NA
1196,IDN,Indonesia,IDN.8_1,Jambi,NA,NA,Propinisi,Province,15,ID.JA,ID-JA,Sumatera,NA
1197,IDN,Indonesia,IDN.9_1,Jawa Barat,NA,NA,Propinisi,Province,32,ID.JR,ID-JB,Jawa,NA
1198,IDN,Indonesia,IDN.10_1,Jawa Tengah,NA,NA,Propinisi,Province,33,ID.JT,ID-JT,Jawa,NA
1199,IDN,Indonesia,IDN.11_1,Jawa Timur,NA,NA,Propinisi,Province,35,ID.JI,ID-JI,Jawa,NA
1200,IDN,Indonesia,IDN.12_1,Kalimantan Barat,NA,NA,Propinisi,Province,61,ID.KB,ID-KB,Kalimantan,NA
1201,IDN,Indonesia,IDN.13_1,Kalimantan Selatan,NA,NA,Propinisi,Province,63,ID.KS,ID-KS,Kalimantan,NA
1202,IDN,Indonesia,IDN.14_1,Kalimantan Tengah,NA,NA,Propinisi,Province,62,ID.KT,ID-KT,Kalimantan,NA
1203,IDN,Indonesia,IDN.34_1,Kalimantan Timur,NA,NA,Propinisi,Province,64,ID.KM,ID-KI,Kalimantan,NA
1204,IDN,Indonesia,IDN.35_1,Kalimantan Utara,NA,NA,Propinisi,Province,64,ID.KU,ID-KU,Kalimantan,NA
1205,IDN,Indonesia,IDN.16_1,Kepulauan Riau,NA,NA,Propinisi,Province,21,ID.KR,ID-KR,Sumatera,NA
1206,IDN,Indonesia,IDN.17_1,Lampung,NA,NA,Propinisi,Province,18,ID.LA,ID-LA,Sumatera,NA
1207,IDN,Indonesia,IDN.19_1,Maluku,NA,NA,Propinisi,Province,81,ID.MA,ID-ML,Maluku,NA
1208,IDN,Indonesia,IDN.18_1,Maluku Utara,NA,NA,Propinisi,Province,82,ID.MU,ID-MU,Maluku,NA
1209,IDN,Indonesia,IDN.20_1,Nusa Tenggara Barat,NA,NA,Propinisi,Province,52,ID.NB,ID-NB,Lesser Sunda Is.,NA
1210,IDN,Indonesia,IDN.21_1,Nusa Tenggara Timur,NA,NA,Propinisi,Province,53,ID.NT,ID-NT,Lesser Sunda Is.,NA
1211,IDN,Indonesia,IDN.23_1,Papua,NA,NA,Propinisi,Province,94,ID.PA,ID-PP,Papua,NA
1212,IDN,Indonesia,IDN.22_1,Papua Barat,NA,NA,Propinisi,Province,91,ID.IB,ID-PB,Papua,NA
1213,IDN,Indonesia,IDN.24_1,Riau,NA,NA,Propinisi,Province,14,ID.RI,ID-RI,Sumatera,NA
1214,IDN,Indonesia,IDN.25_1,Sulawesi Barat,NA,NA,Propinisi,Province,76,ID.SR,ID-SR,Sulawesi,NA
1215,IDN,Indonesia,IDN.26_1,Sulawesi Selatan,NA,NA,Propinisi,Province,73,ID.SE,ID-SN,Sulawesi,NA
1216,IDN,Indonesia,IDN.27_1,Sulawesi Tengah,NA,NA,Propinisi,Province,72,ID.ST,ID-ST,Sulawesi,NA
1217,IDN,Indonesia,IDN.28_1,Sulawesi Tenggara,NA,NA,Propinisi,Province,74,ID.SG,ID-SG,Sulawesi,NA
1218,IDN,Indonesia,IDN.29_1,Sulawesi Utara,NA,NA,Propinisi,Province,71,ID.SW,ID-SA,Sulawesi,NA
1219,IDN,Indonesia,IDN.30_1,Sumatera Barat,NA,NA,Propinisi,Province,13,ID.SB,ID-SB,Sumatera,NA
1220,IDN,Indonesia,IDN.31_1,Sumatera Selatan,NA,NA,Propinisi,Province,16,ID.SL,ID-SS,Sumatera,NA
